,acc,loss,val_acc,val_loss
0,0.6649999989569187,0.6241026151180268,0.8441666662693024,0.4829720747470856
1,0.7991666676104069,0.46040819205343725,0.888333335518837,0.3675672270357609
2,0.827083335518837,0.4179546692222357,0.8850000017881393,0.3383188173174858
3,0.8337500011920929,0.3880672422796488,0.8841666680574417,0.44353672295808794
4,0.8416666692495346,0.37684696359559894,0.888333335518837,0.34979710265994074
5,0.8450000023841858,0.3788911046087742,0.9158333349227905,0.2619567163288593
6,0.85625,0.3512272570282221,0.9166666698455811,0.27411514937877657
7,0.8612500017881394,0.3497407025843859,0.8966666692495346,0.34835048466920854
8,0.8695833322405815,0.330800465606153,0.904166669845581,0.3355687999725342
9,0.8625000004470348,0.32405507652089,0.9141666704416275,0.31835679959505797
10,0.8737500005960465,0.3107577240653336,0.917500005364418,0.27881882708519695
11,0.8745833368599415,0.3051203534193337,0.9208333390951157,0.2940140065178275
12,0.8725000023841858,0.3047514457255602,0.9108333349227905,0.27200648866593835
13,0.8754166692495347,0.29440021254122256,0.9166666728258133,0.2756415180116892
14,0.8829166707396507,0.2859815085306764,0.9258333390951157,0.27072063833475113
15,0.8766666686534882,0.28215495849959554,0.9283333373069763,0.25218479953706263
16,0.8820833367109299,0.2853211996424943,0.919166669845581,0.2640914305485785
17,0.8791666704416276,0.27929338458925485,0.913333335518837,0.2914212552458048
18,0.8816666683554649,0.2778198833204806,0.9225000041723251,0.26433205664157866
19,0.8829166686534882,0.26942685443907977,0.919166669845581,0.29222243644297125
20,0.8883333373069763,0.2556250255135819,0.9191666722297669,0.29521351002156737
21,0.8908333352208138,0.2545201342413202,0.9074999988079071,0.32188389807939527
22,0.8895833337306976,0.2712343062553555,0.9191666722297669,0.2837167112529278
23,0.8945833390951157,0.2643763558100909,0.8925000035762787,0.4206035491451621
24,0.8891666713356972,0.2643001264613122,0.9400000059604645,0.2579025360196829
25,0.889166667163372,0.2549812086159363,0.9166666728258133,0.30679457128047943
26,0.9016666707396507,0.24264978731051087,0.9233333361148834,0.31885839823633433
27,0.8970833376049996,0.2650159762427211,0.8950000011920929,0.31103810828179124
28,0.8975000014901161,0.25689632097259163,0.9150000017881393,0.3362823647260666
29,0.9016666701436042,0.25348663543350997,0.9108333367109299,0.2761881170421839
30,0.9058333367109299,0.24786341291386635,0.9100000047683716,0.31663326181471346
31,0.9170833384990692,0.2305942379916087,0.9275000047683716,0.2690893054101616
32,0.9129166713356972,0.22899522711639292,0.8908333379030228,0.36564185135066507
33,0.9125000044703484,0.23483391219284386,0.8983333361148834,0.3312117436155677
34,0.9104166707396507,0.2320708326390013,0.9333333396911621,0.2531511805858463
35,0.9150000041723252,0.2466525215189904,0.8625000029802322,0.44895138666033746
36,0.9120833376049995,0.22555525252711958,0.8891666680574417,0.3238087548874319
37,0.9075000044703484,0.2577168108243495,0.9291666722297669,0.30827126413583755
38,0.9208333376049995,0.23121761651942507,0.9316666758060456,0.2770650685951114
39,0.9125000050663948,0.22716673835646362,0.9250000035762787,0.3261086034215987
40,0.9187500035762787,0.2518111367581878,0.9100000041723252,0.31009987896308305
41,0.9187500056624412,0.21846072404296138,0.9283333367109299,0.26365656873211263
42,0.9187500017881394,0.22387687240261583,0.9300000053644181,0.2681687915418297
43,0.9141666701436043,0.2626607573963702,0.9225000041723251,0.3311900076083839
44,0.9287500056624413,0.2209121306799352,0.9333333384990692,0.25117139354348184
45,0.9195833373069763,0.24226543003227563,0.9116666692495347,0.33271007396280766
46,0.9212500041723252,0.23922614701790734,0.9183333420753479,0.30060841619968415
47,0.9312500059604645,0.2094786710315384,0.8991666704416275,0.4269212429597974
48,0.9233333370089531,0.24645034364890306,0.9033333343267441,0.3753311659395695
49,0.9212500017881393,0.24179245535982774,0.8883333379030227,0.4276255451142788
